Customer_Attrition,Gender,Marital_Status,Months_Inactive,Total_Transaction_Amount,Total_Transaction_Count
Attrited Customer,M,Unknown,3,4782,50
Existing Customer,M,Married,2,7508,93
Existing Customer,M,Unknown,2,7969,93
Existing Customer,M,Divorced,2,8642,85
Attrited Customer,M,Divorced,3,4939,63
Existing Customer,M,Single,2,8904,101
Existing Customer,F,Single,1,9137,92
Existing Customer,M,Single,2,7739,106
Existing Customer,F,Married,1,7678,93
Existing Customer,M,Married,1,8316,92
Existing Customer,M,Single,1,7404,103
Existing Customer,M,Married,1,7801,74
Existing Customer,F,Married,3,7632,95
Existing Customer,F,Single,2,8657,98
Existing Customer,F,Married,2,7925,90
Existing Customer,M,Married,3,7745,82
Attrited Customer,M,Married,2,4659,48
Existing Customer,F,Married,1,8426,102
Existing Customer,F,Divorced,2,7680,89
Existing Customer,M,Divorced,3,8080,92
Existing Customer,F,Single,1,8215,109
Existing Customer,F,Single,1,8300,94
Existing Customer,F,Divorced,3,8296,91
Attrited Customer,F,Single,5,4909,50
Existing Customer,F,Married,1,8814,88
Attrited Customer,M,Unknown,3,4929,54
Existing Customer,M,Married,2,7552,87
Existing Customer,M,Single,2,7570,91
Existing Customer,M,Single,1,8440,102
Existing Customer,M,Unknown,2,7345,93
Existing Customer,M,Married,1,7755,84
Attrited Customer,M,Divorced,3,4520,63
Existing Customer,M,Married,1,12535,118
Existing Customer,F,Single,2,8061,98
Existing Customer,M,Divorced,3,8256,99
Existing Customer,F,Married,2,7498,90
Existing Customer,F,Single,3,8198,90
Existing Customer,M,Single,2,8872,86
Existing Customer,M,Single,2,6453,89
Existing Customer,M,Single,1,8689,93
Existing Customer,M,Married,6,7396,100
Existing Customer,M,Single,1,8871,97
Existing Customer,M,Married,1,8231,98
Existing Customer,M,Unknown,1,8199,98
Existing Customer,M,Single,3,8436,77
Existing Customer,M,Unknown,1,7776,98
Existing Customer,M,Unknown,2,8272,79
Existing Customer,F,Married,3,7768,92
Existing Customer,F,Divorced,6,7688,93
Existing Customer,M,Married,1,7930,91
Existing Customer,M,Single,1,7432,92
Existing Customer,M,Single,3,7640,87
Existing Customer,M,Single,1,8241,105
Existing Customer,M,Single,3,7854,89
Attrited Customer,F,Unknown,2,5070,50
Existing Customer,M,Married,2,8503,88
Attrited Customer,F,Married,3,4729,54
Existing Customer,M,Unknown,1,9389,106
Existing Customer,M,Married,5,8591,99
Existing Customer,M,Single,3,7722,94
Existing Customer,F,Single,3,7527,88
Existing Customer,F,Unknown,1,7821,97
Existing Customer,M,Married,1,7234,83
Attrited Customer,M,Single,2,4983,40
Existing Customer,M,Single,3,7794,94
Existing Customer,F,Married,3,7739,101
Existing Customer,F,Divorced,2,8608,100
Existing Customer,F,Single,2,8387,102
Existing Customer,M,Married,3,8212,100
Existing Customer,M,Married,3,6950,84
Existing Customer,F,Married,1,8268,73
Existing Customer,M,Married,1,8652,98
Attrited Customer,F,Married,4,5460,63
Existing Customer,F,Single,3,7890,91
Attrited Customer,F,Married,3,4955,56
Existing Customer,F,Single,2,7288,88
Existing Customer,M,Single,2,7745,83
Existing Customer,F,Unknown,3,8677,96
Attrited Customer,F,Single,3,5242,74
Existing Customer,F,Unknown,2,7480,84
Existing Customer,M,Married,3,7716,83
Attrited Customer,M,Married,3,4883,42
Existing Customer,M,Unknown,2,7766,82
Existing Customer,M,Married,2,8686,91
Existing Customer,M,Single,3,7209,91
Existing Customer,M,Single,3,7747,104
Existing Customer,M,Single,2,8669,99
Existing Customer,M,Married,2,8420,100
Existing Customer,M,Married,2,8604,108
Existing Customer,M,Married,3,8752,95
Attrited Customer,M,Single,3,5294,73
Attrited Customer,M,Married,3,5425,60
Existing Customer,F,Married,5,8637,94
Existing Customer,M,Unknown,3,8851,88
Existing Customer,F,Single,2,7872,103
Existing Customer,F,Married,3,8514,109
Existing Customer,M,Married,3,8218,88
Existing Customer,M,Unknown,2,7491,86
Existing Customer,F,Single,3,7345,98
Existing Customer,F,Single,2,8087,95
Existing Customer,M,Married,2,7973,88
Existing Customer,M,Married,1,9042,122
Existing Customer,M,Married,3,8444,100
Existing Customer,M,Married,3,8609,109
Existing Customer,F,Divorced,2,9277,92
Existing Customer,M,Married,2,8963,105
Existing Customer,M,Single,1,8037,100
Existing Customer,M,Single,1,7037,82
Existing Customer,M,Single,3,8007,96
Existing Customer,F,Married,3,8220,103
Existing Customer,F,Married,2,7986,88
Attrited Customer,M,Unknown,3,5547,75
Existing Customer,M,Married,3,8879,101
Existing Customer,F,Single,3,9081,100
Existing Customer,M,Single,1,9185,100
Existing Customer,M,Married,1,7523,90
Existing Customer,M,Married,3,8305,103
Existing Customer,F,Single,1,8226,97
Existing Customer,M,Married,3,8327,85
Existing Customer,M,Single,2,7885,85
Existing Customer,M,Married,3,8914,99
Existing Customer,M,Divorced,3,7996,99
Existing Customer,M,Married,1,8751,94
Existing Customer,M,Married,3,8110,113
Existing Customer,M,Single,3,7960,112
Attrited Customer,M,Married,3,4909,52
Existing Customer,M,Married,2,8695,95
Attrited Customer,M,Married,3,3315,47
Existing Customer,M,Unknown,1,8980,93
Existing Customer,M,Married,1,8150,106
Existing Customer,F,Single,3,8554,99
Existing Customer,M,Single,1,8328,94
Attrited Customer,F,Single,2,3901,54
Existing Customer,M,Married,1,9059,100
Existing Customer,F,Single,2,8920,105
Existing Customer,M,Married,1,8888,104
Existing Customer,M,Married,3,8804,111
Existing Customer,M,Single,3,9179,113
Attrited Customer,M,Single,3,5272,62
Existing Customer,M,Married,2,8736,97
Existing Customer,F,Divorced,2,9105,104
Existing Customer,M,Single,1,8329,101
Existing Customer,F,Single,2,8438,92
Existing Customer,F,Single,2,8285,106
Existing Customer,M,Single,1,8553,88
Existing Customer,M,Single,3,8379,106
Existing Customer,F,Single,3,9406,106
Existing Customer,F,Single,3,8646,97
Existing Customer,F,Divorced,2,8097,105
Attrited Customer,F,Single,3,5372,75
Existing Customer,F,Married,2,8443,97
Attrited Customer,M,Married,3,5366,68
Existing Customer,F,Single,2,8777,112
Existing Customer,M,Married,1,8582,106
Existing Customer,M,Single,1,8502,103
Existing Customer,F,Divorced,1,8998,102
Existing Customer,M,Married,3,7867,100
Existing Customer,M,Single,3,8634,95
Existing Customer,M,Married,5,8888,103
Existing Customer,F,Married,1,8785,111
Existing Customer,M,Single,2,8765,105
Attrited Customer,F,Unknown,3,5537,63
Existing Customer,M,Married,1,8217,99
Attrited Customer,M,Single,3,4866,56
Attrited Customer,M,Single,3,5524,67
Attrited Customer,M,Unknown,2,5481,58
Attrited Customer,F,Single,3,5418,65
Existing Customer,F,Divorced,2,13794,127
Existing Customer,M,Divorced,1,8074,84
Existing Customer,M,Single,3,7971,97
Existing Customer,F,Married,3,14771,127
Existing Customer,M,Single,1,8938,114
Existing Customer,M,Single,1,8271,94
Existing Customer,M,Single,2,8596,102
Existing Customer,M,Divorced,3,7699,101
Existing Customer,M,Unknown,2,8438,100
Attrited Customer,F,Single,3,5290,69
Existing Customer,M,Married,2,8773,105
Existing Customer,M,Married,2,8838,97
Existing Customer,M,Unknown,2,8766,78
Existing Customer,F,Single,2,8360,94
Existing Customer,F,Single,3,8255,86
Existing Customer,M,Single,3,9497,106
Existing Customer,F,Unknown,1,8852,95
Attrited Customer,M,Married,3,5468,71
Attrited Customer,F,Married,2,5529,78
Existing Customer,M,Married,3,8135,97
Existing Customer,F,Divorced,3,9523,105
Existing Customer,F,Single,3,9065,85
Existing Customer,M,Married,2,14373,97
Existing Customer,M,Unknown,3,8927,103
Existing Customer,F,Single,3,8416,93
Existing Customer,M,Married,3,13173,96
Attrited Customer,F,Single,2,5470,72
Existing Customer,F,Single,2,8210,100
Existing Customer,F,Married,1,13363,99
Existing Customer,F,Single,2,9339,99
Existing Customer,F,Divorced,3,8033,94
Existing Customer,F,Single,3,12956,97
Attrited Customer,M,Single,1,2562,38
Attrited Customer,M,Single,2,3922,51
Attrited Customer,F,Married,2,3423,48
Existing Customer,M,Married,2,15139,90
Existing Customer,M,Single,2,8295,113
Existing Customer,F,Married,2,14132,103
Existing Customer,F,Single,3,13015,104
Attrited Customer,F,Single,3,4399,54
Existing Customer,F,Single,2,15511,101
Attrited Customer,M,Married,2,7786,81
Existing Customer,M,Unknown,3,14833,114
Existing Customer,M,Single,1,13630,124
Existing Customer,M,Single,2,14213,100
Existing Customer,M,Married,2,14276,96
Attrited Customer,F,Single,2,3967,42
Existing Customer,F,Married,1,14264,118
Existing Customer,F,Married,1,15423,110
Attrited Customer,F,Married,3,4804,57
Existing Customer,M,Divorced,1,13400,104
Existing Customer,F,Single,1,14965,127
Existing Customer,M,Divorced,3,12871,104
Attrited Customer,M,Single,3,8646,85
Attrited Customer,F,Single,2,6408,70
Attrited Customer,M,Single,3,8199,59
Existing Customer,F,Divorced,3,13945,107
Existing Customer,F,Married,3,15200,118
Existing Customer,M,Single,1,11603,109
Existing Customer,F,Single,5,13820,99
Attrited Customer,M,Married,2,5603,56
Existing Customer,F,Divorced,3,12603,106
Existing Customer,M,Single,2,12478,97
Attrited Customer,F,Married,2,6059,71
Existing Customer,F,Married,3,14334,97
Existing Customer,F,Married,3,12403,120
Existing Customer,F,Divorced,1,14576,110
Existing Customer,M,Married,3,13324,110
Existing Customer,M,Married,3,14465,125
Attrited Customer,M,Married,2,3555,42
Existing Customer,F,Married,2,14567,120
Existing Customer,M,Married,3,12896,100
Existing Customer,M,Unknown,3,13360,97
Existing Customer,M,Single,5,13787,121
Existing Customer,F,Married,1,13677,122
Existing Customer,M,Married,2,13119,104
Existing Customer,F,Married,5,15106,91
Existing Customer,F,Married,2,14084,110
Existing Customer,M,Single,3,15078,117
Existing Customer,M,Married,2,13670,117
Attrited Customer,F,Single,3,7681,71
Existing Customer,M,Single,3,13719,96
Existing Customer,F,Married,1,14603,113
Existing Customer,M,Divorced,1,15019,101
Attrited Customer,M,Unknown,1,4041,65
Existing Customer,M,Married,3,14954,112
Existing Customer,M,Unknown,1,14490,98
Existing Customer,M,Single,3,14242,107
Existing Customer,F,Single,3,12429,111
Existing Customer,M,Single,6,13970,109
Existing Customer,F,Single,1,14426,87
Attrited Customer,F,Married,5,3281,39
Attrited Customer,M,Divorced,3,7847,63
Existing Customer,F,Married,2,12592,117
Existing Customer,F,Divorced,1,13109,114
Existing Customer,F,Single,1,12631,100
Existing Customer,F,Unknown,3,13090,102
Attrited Customer,M,Married,1,8193,66
Attrited Customer,F,Single,3,6613,40
Existing Customer,M,Married,2,15203,114
Existing Customer,F,Unknown,3,13179,122
Existing Customer,M,Married,2,14901,92
Existing Customer,M,Single,1,12593,99
Existing Customer,F,Married,2,13452,107
Existing Customer,M,Divorced,3,14533,108
Existing Customer,M,Single,3,12510,96
Attrited Customer,M,Single,3,6574,69
Existing Customer,F,Married,1,15578,126
Attrited Customer,M,Married,3,9322,77
Attrited Customer,F,Married,3,3240,38
Existing Customer,M,Single,3,14880,134
Existing Customer,F,Married,2,13653,113
Existing Customer,M,Single,1,14107,99
Existing Customer,M,Unknown,4,14223,103
Existing Customer,M,Divorced,2,13791,103
Attrited Customer,F,Married,3,7031,67
Existing Customer,F,Married,2,14137,116
Existing Customer,M,Single,2,14319,96
Attrited Customer,M,Married,3,8045,71
Existing Customer,F,Married,2,12257,101
Attrited Customer,M,Married,2,7661,61
Attrited Customer,M,Unknown,2,7454,81
Existing Customer,M,Single,3,13124,103
Attrited Customer,F,Married,3,7022,75
Attrited Customer,M,Married,4,8169,65
Attrited Customer,M,Single,3,3526,53
Existing Customer,F,Single,2,13212,107
Attrited Customer,F,Single,2,6317,77
Attrited Customer,M,Single,4,8629,65
Attrited Customer,M,Married,3,5567,51
Existing Customer,M,Single,1,14244,96
Existing Customer,M,Single,3,13303,92
Existing Customer,M,Single,1,17064,116
Existing Customer,F,Divorced,1,13598,119
Existing Customer,F,Single,1,15209,104
Existing Customer,M,Married,3,16171,112
Existing Customer,M,Single,2,14991,95
Attrited Customer,F,Single,3,4840,44
Existing Customer,M,Single,3,15077,126
Existing Customer,M,Single,1,16202,120
Existing Customer,F,Married,3,14703,119
Attrited Customer,M,Single,4,3119,53
Attrited Customer,F,Married,4,7154,66
Existing Customer,M,Divorced,2,13280,106
Existing Customer,M,Married,1,15039,120
Existing Customer,M,Divorced,1,13997,102
Existing Customer,M,Married,1,13866,98
Attrited Customer,F,Single,3,8331,63
Existing Customer,M,Single,1,13847,120
Existing Customer,M,Single,3,14955,102
Existing Customer,F,Married,1,14615,124
Existing Customer,M,Single,2,13764,104
Existing Customer,F,Married,3,13945,97
Existing Customer,F,Married,1,15091,124
Existing Customer,M,Single,2,13627,120
Existing Customer,F,Single,3,14252,127
Existing Customer,M,Married,3,13376,129
Existing Customer,F,Married,1,15391,94
Existing Customer,F,Single,1,13740,131
Existing Customer,F,Unknown,3,12867,118
Existing Customer,F,Unknown,2,14844,100
Existing Customer,F,Divorced,3,15079,116
Existing Customer,F,Married,2,15549,121
Attrited Customer,F,Single,3,7996,80
Existing Customer,F,Married,1,13092,102
Attrited Customer,M,Married,2,6639,71
Existing Customer,M,Married,2,12941,131
Existing Customer,F,Single,2,13681,105
Existing Customer,M,Single,2,14455,96
Existing Customer,M,Married,3,13672,110
Existing Customer,F,Single,2,13854,124
Existing Customer,F,Married,1,14308,124
Existing Customer,F,Single,2,13753,98
Existing Customer,F,Married,1,14071,101
Attrited Customer,M,Married,4,5056,63
Existing Customer,M,Single,2,15180,103
Existing Customer,F,Unknown,3,13090,104
Attrited Customer,M,Single,3,8570,68
Attrited Customer,M,Single,3,7976,74
Existing Customer,F,Married,3,12777,95
Existing Customer,M,Married,1,15738,116
Existing Customer,M,Single,1,14557,114
Attrited Customer,M,Single,3,9330,64
Existing Customer,M,Married,3,13678,125
Existing Customer,M,Married,3,14743,121
Existing Customer,F,Married,2,14082,99
Existing Customer,M,Married,2,14119,97
Existing Customer,M,Single,2,14149,103
Existing Customer,M,Married,3,13758,104
Existing Customer,M,Single,2,13617,105
Existing Customer,F,Married,3,14326,100
Existing Customer,M,Married,3,16161,109
Existing Customer,M,Unknown,1,14716,112
Existing Customer,F,Married,3,15999,109
Existing Customer,M,Single,3,13830,112
Existing Customer,M,Single,3,12025,103
Attrited Customer,M,Single,3,6644,61
Existing Customer,M,Married,1,13988,127
Existing Customer,F,Single,1,14511,105
Attrited Customer,M,Single,4,8291,69
Existing Customer,M,Married,3,14074,112
Existing Customer,M,Single,1,12906,100
Existing Customer,M,Single,2,13142,112
Existing Customer,M,Married,1,14465,114
Attrited Customer,F,Married,3,4536,61
Existing Customer,F,Single,2,13816,121
Existing Customer,M,Unknown,2,14696,114
Existing Customer,F,Married,2,13138,115
Existing Customer,M,Divorced,3,15121,97
Existing Customer,M,Single,3,14544,116
Attrited Customer,M,Married,1,9356,74
Existing Customer,F,Single,2,14747,100
Existing Customer,F,Unknown,3,12980,82
Existing Customer,M,Married,3,14643,127
Existing Customer,M,Single,3,15473,128
Existing Customer,M,Married,1,14428,119
Existing Customer,M,Married,3,15033,114
Existing Customer,F,Married,1,14624,111
Attrited Customer,F,Married,3,7026,69
Attrited Customer,M,Single,2,7486,64
Existing Customer,F,Married,3,12493,113
Existing Customer,M,Married,4,13085,139
Existing Customer,M,Married,1,15527,106
Existing Customer,M,Single,2,13814,81
Attrited Customer,M,Single,2,8642,77
Existing Customer,M,Married,1,15102,95
Existing Customer,F,Unknown,2,14414,98
Existing Customer,M,Married,3,13177,106
Existing Customer,F,Divorced,3,14748,118
Existing Customer,M,Unknown,2,14084,91
Attrited Customer,M,Unknown,4,8670,74
Attrited Customer,M,Divorced,1,5660,59
Existing Customer,M,Single,4,13781,106
Existing Customer,F,Married,2,14779,94
Attrited Customer,F,Single,3,9195,73
Existing Customer,M,Single,1,14042,113
Existing Customer,F,Unknown,1,14330,131
Existing Customer,F,Single,2,14474,118
Existing Customer,M,Married,2,17628,109
Existing Customer,F,Single,2,12739,96
Existing Customer,M,Unknown,3,14500,106
Existing Customer,M,Married,1,15236,120
Existing Customer,M,Married,3,15634,118
Attrited Customer,M,Married,3,7867,75
Existing Customer,M,Single,2,13534,104
Existing Customer,M,Single,2,13062,103
Existing Customer,M,Married,2,15571,115
Existing Customer,M,Single,1,13633,116
Existing Customer,M,Unknown,3,14185,98
Existing Customer,F,Single,2,13345,114
Existing Customer,M,Married,1,16485,104
Existing Customer,F,Single,2,15331,106
Existing Customer,F,Single,2,14934,113
Attrited Customer,F,Divorced,1,7292,68
Existing Customer,M,Married,1,14441,105
Attrited Customer,F,Married,3,5838,74
Existing Customer,F,Single,3,13796,121
Existing Customer,F,Married,2,14511,123
Existing Customer,M,Married,2,14802,112
Existing Customer,F,Married,2,13931,112
Attrited Customer,M,Single,6,8004,82
Existing Customer,M,Divorced,1,13016,118
Existing Customer,M,Married,4,15552,108
Existing Customer,F,Single,3,12576,103
Existing Customer,M,Married,3,14381,121
Existing Customer,M,Single,3,13991,125
Attrited Customer,M,Married,3,8345,70
Existing Customer,M,Single,2,16428,123
Existing Customer,F,Married,2,13139,102
Existing Customer,F,Single,2,15869,109
Existing Customer,M,Single,3,15472,122
Existing Customer,M,Married,2,15301,115
Attrited Customer,M,Unknown,3,8019,57
Existing Customer,M,Single,3,12779,103
Existing Customer,F,Single,3,14212,116
Existing Customer,M,Single,3,15584,114
Existing Customer,F,Married,1,15982,113
Existing Customer,F,Single,3,15172,118
Existing Customer,M,Single,2,14593,110
Attrited Customer,M,Single,3,8607,90
Existing Customer,M,Married,1,14474,121
Existing Customer,F,Married,3,14336,106
Existing Customer,F,Single,2,13140,94
Existing Customer,M,Single,2,14230,111
Existing Customer,M,Married,6,13247,107
Attrited Customer,F,Single,2,5843,60
Attrited Customer,M,Divorced,3,8392,69
Existing Customer,M,Unknown,1,14305,102
Existing Customer,M,Unknown,1,14952,118
Existing Customer,F,Single,2,14418,100
Existing Customer,M,Married,3,14270,97
Existing Customer,F,Single,1,15867,103
Existing Customer,F,Married,2,15315,124
Existing Customer,M,Married,1,14229,120
Existing Customer,M,Married,3,13021,117
Existing Customer,M,Married,3,14279,97
Existing Customer,M,Unknown,5,13767,96
Attrited Customer,M,Single,2,8528,87
Existing Customer,F,Unknown,1,14324,103
Existing Customer,F,Single,2,12595,106
Existing Customer,M,Married,1,13819,106
Existing Customer,F,Married,1,14354,101
Existing Customer,M,Married,4,14830,112
Existing Customer,M,Single,2,16422,110
Existing Customer,M,Single,3,13557,100
Attrited Customer,M,Single,1,8363,65
Attrited Customer,M,Single,3,9183,51
Existing Customer,M,Single,3,16216,107
Existing Customer,M,Married,2,15039,130
Existing Customer,M,Married,3,14887,119
Existing Customer,M,Single,3,13720,119
Existing Customer,M,Married,2,13692,117
Attrited Customer,M,Married,3,8293,63
Attrited Customer,M,Married,3,8248,66
Existing Customer,F,Married,2,14593,109
Attrited Customer,M,Married,3,8193,72
Existing Customer,M,Married,2,14763,99
Existing Customer,M,Married,1,13648,103
Existing Customer,M,Married,1,14727,105
Existing Customer,M,Married,1,13503,112
Existing Customer,M,Married,2,13311,110
Existing Customer,M,Single,3,14755,123
Existing Customer,F,Single,3,14802,95
Existing Customer,F,Married,3,13769,104
Existing Customer,F,Single,2,14393,107
Existing Customer,F,Single,1,14625,115
Existing Customer,M,Married,3,14402,110
Existing Customer,M,Single,3,15282,125
Existing Customer,M,Unknown,3,15293,129
Attrited Customer,M,Married,3,7886,70
Existing Customer,M,Single,1,13751,113
Existing Customer,M,Divorced,1,14181,126
Attrited Customer,F,Divorced,4,8127,74
Existing Customer,M,Married,1,13209,101
Existing Customer,F,Married,3,14437,109
Existing Customer,M,Married,1,13513,115
Existing Customer,M,Married,1,13083,93
Existing Customer,M,Single,4,12192,112
Existing Customer,F,Married,3,15028,124
Existing Customer,M,Married,4,14948,125
Existing Customer,M,Married,2,14109,92
Attrited Customer,M,Divorced,2,9040,63
Existing Customer,M,Single,3,14459,97
Existing Customer,M,Married,3,14103,112
Existing Customer,F,Married,1,15958,113
Existing Customer,M,Single,1,13041,98
Existing Customer,M,Single,3,14204,96
Attrited Customer,F,Married,3,7106,61
Existing Customer,M,Married,1,15508,95
Existing Customer,M,Single,3,15581,115
Existing Customer,M,Unknown,2,14955,118
Existing Customer,F,Single,3,15478,109
Existing Customer,M,Unknown,2,12847,106
Existing Customer,M,Single,2,14626,97
Attrited Customer,M,Married,1,9299,68
Attrited Customer,M,Unknown,1,10201,59
Existing Customer,F,Married,3,13299,95
Existing Customer,M,Single,2,13545,112
Attrited Customer,M,Unknown,2,9177,50
Existing Customer,M,Unknown,2,13853,98
Existing Customer,M,Divorced,3,14969,96
Attrited Customer,F,Married,3,8912,63
Existing Customer,M,Single,3,13958,116
Existing Customer,M,Single,2,13746,104
Existing Customer,F,Unknown,3,12489,97
Existing Customer,F,Single,3,13980,128
Existing Customer,F,Married,1,13730,96
Existing Customer,F,Single,1,14224,117
Attrited Customer,M,Single,3,8659,81
Existing Customer,M,Married,2,14080,85
Attrited Customer,F,Single,2,8472,80
Attrited Customer,M,Single,3,9045,72
Existing Customer,M,Married,1,14238,93
Existing Customer,F,Single,2,14932,110
Existing Customer,M,Married,1,14731,120
Existing Customer,M,Married,2,15195,99
Existing Customer,F,Single,2,14218,102
Existing Customer,F,Divorced,2,16033,116
Existing Customer,M,Married,3,15738,111
Attrited Customer,M,Divorced,2,7672,66
Attrited Customer,F,Unknown,3,7507,78
Existing Customer,M,Single,2,15645,117
Attrited Customer,M,Single,4,7625,78
Existing Customer,M,Single,3,15754,121
Existing Customer,M,Married,3,14912,114
Existing Customer,F,Single,3,13625,110
Existing Customer,M,Married,1,14926,115
Existing Customer,M,Married,1,14327,92
Existing Customer,F,Married,2,14133,124
Attrited Customer,M,Married,3,9134,77
Attrited Customer,F,Single,2,7297,71
Existing Customer,M,Married,2,13971,116
Existing Customer,F,Divorced,3,14783,110
Existing Customer,F,Unknown,2,14289,113
Existing Customer,M,Divorced,3,14618,100
Existing Customer,F,Married,3,13234,92
Existing Customer,F,Married,6,16059,124
Existing Customer,M,Single,3,14227,116
Existing Customer,M,Divorced,2,13270,104
Existing Customer,M,Single,2,13432,118
Existing Customer,F,Married,1,14211,111
Existing Customer,F,Single,3,14054,105
Existing Customer,M,Single,3,15367,123
Existing Customer,M,Married,3,14532,116
Existing Customer,F,Single,1,14341,101
Existing Customer,F,Single,2,13545,96
Existing Customer,F,Married,1,14235,101
Existing Customer,F,Single,2,13820,129
Existing Customer,F,Single,2,15451,127
Existing Customer,M,Single,1,13505,116
Attrited Customer,M,Unknown,3,6782,67
Existing Customer,F,Single,2,13836,113
Existing Customer,M,Married,2,13159,105
Existing Customer,M,Married,1,15657,114
Existing Customer,M,Married,2,15005,89
Existing Customer,F,Single,3,15824,121
Existing Customer,F,Single,3,16220,120
Existing Customer,F,Single,2,14730,118
Existing Customer,M,Married,1,14463,119
Existing Customer,F,Unknown,2,15367,105
Existing Customer,F,Married,1,14397,117
Existing Customer,M,Married,2,13360,124
Existing Customer,F,Divorced,1,15071,103
Attrited Customer,M,Single,3,7567,76
Existing Customer,M,Single,2,16605,110
Existing Customer,F,Single,1,13339,90
Existing Customer,F,Unknown,1,13082,92
Attrited Customer,M,Single,4,7914,54
Existing Customer,M,Married,1,15143,121
Existing Customer,M,Married,1,14450,111
Attrited Customer,M,Divorced,3,5385,51
Existing Customer,F,Single,2,15445,118
Existing Customer,M,Single,3,13578,105
Existing Customer,M,Married,2,14381,115
Attrited Customer,M,Single,4,8192,80
Existing Customer,F,Divorced,2,13432,107
Existing Customer,F,Married,3,14678,125
Attrited Customer,M,Married,2,8038,90
Existing Customer,F,Single,3,14220,108
Existing Customer,M,Single,2,13803,100
Attrited Customer,M,Married,3,6549,75
Existing Customer,M,Married,1,14198,101
Attrited Customer,F,Divorced,3,8325,54
Existing Customer,M,Married,2,13152,100
Existing Customer,F,Single,2,13306,99
Existing Customer,M,Married,2,14672,110
Existing Customer,F,Married,2,14023,106
Existing Customer,F,Single,3,15513,127
Attrited Customer,M,Single,3,8526,79
Attrited Customer,M,Married,3,7866,63
Existing Customer,M,Single,3,14667,119
Existing Customer,M,Single,3,14036,99
Existing Customer,F,Married,2,14351,112
Existing Customer,F,Married,3,16541,126
Attrited Customer,F,Married,2,7432,64
Attrited Customer,M,Single,3,8847,85
Existing Customer,M,Married,2,16373,114
Existing Customer,M,Single,5,15798,128
Attrited Customer,M,Single,3,7842,61
Existing Customer,M,Married,3,14280,102
Existing Customer,M,Single,1,13849,128
Attrited Customer,M,Married,3,7720,67
Attrited Customer,M,Married,3,9192,77
Attrited Customer,M,Married,3,8454,69
Attrited Customer,M,Single,2,5107,53
Existing Customer,F,Married,1,13289,121
Attrited Customer,F,Single,5,8918,87
Attrited Customer,M,Unknown,1,8102,66
Existing Customer,F,Single,1,15225,108
Existing Customer,M,Divorced,3,15190,115
Existing Customer,M,Married,3,14215,109
Existing Customer,M,Single,2,13930,96
Existing Customer,F,Married,2,16208,129
Attrited Customer,M,Single,3,8165,87
Existing Customer,M,Married,3,14551,105
Attrited Customer,M,Single,3,8753,76
Existing Customer,M,Married,1,15034,111
Existing Customer,M,Married,2,14436,123
Existing Customer,M,Married,1,12878,104
Existing Customer,M,Married,3,15615,125
Existing Customer,M,Married,1,15514,123
Existing Customer,M,Married,1,14545,116
Existing Customer,M,Single,3,15710,122
Existing Customer,F,Married,2,13939,138
Existing Customer,M,Married,2,14892,113
Existing Customer,F,Married,3,15785,100
Existing Customer,F,Married,1,14994,121
Existing Customer,F,Divorced,2,15281,100
Existing Customer,F,Married,2,15497,92
Existing Customer,F,Single,3,15574,115
Existing Customer,F,Single,1,15215,121
Existing Customer,M,Married,2,16493,122
Existing Customer,F,Married,3,15211,129
Existing Customer,F,Married,6,13614,104
Attrited Customer,M,Unknown,3,8463,62
Existing Customer,F,Divorced,2,14161,105
Attrited Customer,M,Single,3,8202,69
Existing Customer,M,Single,2,16101,127
Existing Customer,M,Single,1,17634,120
Attrited Customer,M,Single,2,8480,71
Existing Customer,M,Unknown,1,16732,116
Existing Customer,M,Single,3,13345,106
Existing Customer,F,Married,6,14230,105
Existing Customer,M,Single,2,13784,108
Existing Customer,M,Single,3,15554,99
Existing Customer,M,Single,2,16132,118
Existing Customer,M,Married,3,13120,91
Existing Customer,F,Married,2,13392,92
Existing Customer,F,Unknown,2,13674,101
Attrited Customer,F,Single,2,9140,64
Existing Customer,M,Married,2,16500,102
Existing Customer,F,Married,1,13113,128
Existing Customer,F,Married,1,13420,122
Existing Customer,F,Married,1,15005,118
Existing Customer,M,Single,3,13355,92
Existing Customer,M,Married,4,13781,102
Attrited Customer,M,Single,2,6361,74
Existing Customer,F,Married,3,15443,102
Existing Customer,F,Divorced,4,14222,122
Existing Customer,M,Married,1,14666,101
Attrited Customer,F,Single,3,9404,62
Existing Customer,M,Single,3,13722,124
Attrited Customer,F,Married,1,9242,63
Existing Customer,M,Married,3,14585,97
Attrited Customer,M,Single,3,6205,65
Attrited Customer,F,Single,3,7832,73
Existing Customer,M,Single,3,12920,132
Existing Customer,M,Married,1,15552,107
Existing Customer,F,Married,1,16730,122
Attrited Customer,M,Married,2,9138,76
Attrited Customer,F,Single,0,7597,71
Existing Customer,M,Married,1,16089,119
Existing Customer,F,Married,1,15048,110
Existing Customer,M,Married,2,13804,123
Existing Customer,M,Married,3,14256,118
Existing Customer,M,Single,3,15305,111
Attrited Customer,F,Single,2,9202,80
Existing Customer,F,Married,2,13609,108
Attrited Customer,F,Married,3,8078,62
Existing Customer,M,Married,3,15352,117
Existing Customer,F,Married,1,17390,130
Existing Customer,M,Single,4,15290,123
Existing Customer,M,Married,1,17258,121
Existing Customer,M,Single,3,14018,128
Existing Customer,M,Single,3,16258,115
Existing Customer,F,Single,2,14401,100
